Entity,Code,Year,Low-carbon energy (TWh - equivalent)
Israel,ISR,2017,5.277139
Israel,ISR,2018,5.8259616
Israel,ISR,2019,9.257919
Israel,ISR,2020,12.122314
Israel,ISR,2021,15.075424
Israel,ISR,2022,17.488676
Israel,ISR,2023,21.866116
Italy,ITA,1965,143.6566
Italy,ITA,1966,150.00407
Italy,ITA,1967,144.30994
Italy,ITA,1968,144.09554
Italy,ITA,1969,137.67958
Italy,ITA,1970,140.92458
Italy,ITA,1971,137.5955
Italy,ITA,1972,143.79134
Italy,ITA,1973,131.26497
Italy,ITA,1974,134.09952
Italy,ITA,1975,143.92465
Italy,ITA,1976,137.91924
Italy,ITA,1977,171.84232
Italy,ITA,1978,158.36182
Italy,ITA,1979,154.64522
Italy,ITA,1980,151.74464
Italy,ITA,1981,145.06108
Italy,ITA,1982,152.17516
Italy,ITA,1983,148.83029
Italy,ITA,1984,154.99727
Italy,ITA,1985,149.54147
Italy,ITA,1986,155.04886
Italy,ITA,1987,126.6028
Italy,ITA,1988,129.84412
Italy,ITA,1989,110.23545
Italy,ITA,1990,102.83484
Italy,ITA,1991,134.30368
Italy,ITA,1992,134.94183
Italy,ITA,1993,133.31262
Italy,ITA,1994,142.27066
Italy,ITA,1995,122.230545
Italy,ITA,1996,136.31618
Italy,ITA,1997,136.297
Italy,ITA,1998,137.11551
Italy,ITA,1999,151.47693
Italy,ITA,2000,150.21736
Italy,ITA,2001,159.5912
Italy,ITA,2002,141.21744
Italy,ITA,2003,136.27655
Italy,ITA,2004,158.66876
Italy,ITA,2005,141.55403
Italy,ITA,2006,147.39128
Italy,ITA,2007,138.17796
Italy,ITA,2008,173.0774
Italy,ITA,2009,208.71492
Italy,ITA,2010,232.81502
Italy,ITA,2011,248.60117
Italy,ITA,2012,275.36456
Italy,ITA,2013,327.3124
Italy,ITA,2014,347.87772
Italy,ITA,2015,317.7721
Italy,ITA,2016,313.95096
Italy,ITA,2017,301.73386
Italy,ITA,2018,328.604
Italy,ITA,2019,325.0631
Italy,ITA,2020,330.9662
Italy,ITA,2021,328.59436
Italy,ITA,2022,283.97382
Italy,ITA,2023,318.36652
Japan,JPN,1965,225.00911
Japan,JPN,1966,236.29419
Japan,JPN,1967,204.48639
Japan,JPN,1968,220.15323
Japan,JPN,1969,225.87932
Japan,JPN,1970,236.64432
Japan,JPN,1971,272.37555
Japan,JPN,1972,279.24478
Japan,JPN,1973,225.7263
Japan,JPN,1974,301.25272
Japan,JPN,1975,318.9972
Japan,JPN,1976,344.91733
Japan,JPN,1977,307.11304
Japan,JPN,1978,377.7782
Japan,JPN,1979,441.61786
Japan,JPN,1980,498.5287
Japan,JPN,1981,511.42996
Japan,JPN,1982,563.0202
Japan,JPN,1983,608.1959
Japan,JPN,1984,630.94336
Japan,JPN,1985,737.8721
Japan,JPN,1986,751.7832
Japan,JPN,1987,803.04016
Japan,JPN,1988,810.9751
Japan,JPN,1989,852.456
Japan,JPN,1990,844.6379
Japan,JPN,1991,907.9234
Japan,JPN,1992,889.7604
Japan,JPN,1993,1012.96857
Japan,JPN,1994,965.41144
Japan,JPN,1995,1091.6897
Japan,JPN,1996,1117.0704
Japan,JPN,1997,1218.3171
Japan,JPN,1998,1239.1794
Japan,JPN,1999,1200.0979
Japan,JPN,2000,1206.8649
Japan,JPN,2001,1195.2557
Japan,JPN,2002,1171.4148
Japan,JPN,2003,969.29224
Japan,JPN,2004,1118.6395
Japan,JPN,2005,1105.2065
Japan,JPN,2006,1162.6343
Japan,JPN,2007,1051.5073
Japan,JPN,2008,972.30505
Japan,JPN,2009,1014.8813
Japan,JPN,2010,1116.7462
Japan,JPN,2011,754.28394
Japan,JPN,2012,363.23016
Japan,JPN,2013,378.64453
Japan,JPN,2014,375.75854
Japan,JPN,2015,442.82944
Japan,JPN,2016,467.05508
Japan,JPN,2017,524.7231
Japan,JPN,2018,606.07874
Japan,JPN,2019,649.316
Japan,JPN,2020,635.6952
Japan,JPN,2021,721.3573
Japan,JPN,2022,710.41016
Japan,JPN,2023,801.4559
Kazakhstan,KAZ,1985,15.4073105
Kazakhstan,KAZ,1986,14.139703
Kazakhstan,KAZ,1987,16.949348
Kazakhstan,KAZ,1988,20.673763
Kazakhstan,KAZ,1989,21.850815
Kazakhstan,KAZ,1990,21.781181
Kazakhstan,KAZ,1991,22.820215
Kazakhstan,KAZ,1992,21.619398
Kazakhstan,KAZ,1993,23.825422
Kazakhstan,KAZ,1994,28.220654
Kazakhstan,KAZ,1995,24.8604
Kazakhstan,KAZ,1996,21.92849
Kazakhstan,KAZ,1997,20.0702
Kazakhstan,KAZ,1998,18.409674
Kazakhstan,KAZ,1999,18.132257
Kazakhstan,KAZ,2000,22.269234
Kazakhstan,KAZ,2001,23.740673
Kazakhstan,KAZ,2002,25.947104
Kazakhstan,KAZ,2003,25.012236
Kazakhstan,KAZ,2004,23.216507
Kazakhstan,KAZ,2005,22.49489
Kazakhstan,KAZ,2006,22.103302
Kazakhstan,KAZ,2007,23.105639
Kazakhstan,KAZ,2008,20.962551
Kazakhstan,KAZ,2009,19.211357
Kazakhstan,KAZ,2010,22.265757
Kazakhstan,KAZ,2011,21.74777
Kazakhstan,KAZ,2012,20.948254
Kazakhstan,KAZ,2013,21.084103
Kazakhstan,KAZ,2014,22.42411
Kazakhstan,KAZ,2015,25.442257
Kazakhstan,KAZ,2016,32.087955
Kazakhstan,KAZ,2017,30.991167
Kazakhstan,KAZ,2018,28.85389
Kazakhstan,KAZ,2019,29.254095
Kazakhstan,KAZ,2020,31.341375
Kazakhstan,KAZ,2021,32.936977
Kazakhstan,KAZ,2022,34.64648
Kazakhstan,KAZ,2023,37.43088
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Latvia,LVA,1985,8.807912
Latvia,LVA,1986,8.873252
Latvia,LVA,1987,10.938015
Latvia,LVA,1988,8.873252
Latvia,LVA,1989,10.663585
Latvia,LVA,1990,13.294623
Latvia,LVA,1991,9.684139
Latvia,LVA,1992,7.45457
Latvia,LVA,1993,8.504301
Latvia,LVA,1994,9.772849
Latvia,LVA,1995,8.684677
Latvia,LVA,1996,5.502957
Latvia,LVA,1997,8.737903
Latvia,LVA,1998,12.768279
Latvia,LVA,1999,8.158333
Latvia,LVA,2000,8.350537
Latvia,LVA,2001,8.341143
Latvia,LVA,2002,7.256037
Latvia,LVA,2003,6.7875
Latvia,LVA,2004,9.2215605
Latvia,LVA,2005,9.8232
Latvia,LVA,2006,7.980497
Latvia,LVA,2007,8.03238
Latvia,LVA,2008,9.063659
Latvia,LVA,2009,9.99201
Latvia,LVA,2010,10.429333
Latvia,LVA,2011,8.828324
Latvia,LVA,2012,11.610359
Latvia,LVA,2013,10.112938
Latvia,LVA,2014,8.091685
Latvia,LVA,2015,8.16629
Latvia,LVA,2016,9.894611
Latvia,LVA,2017,15.154945
Latvia,LVA,2018,10.212718
Latvia,LVA,2019,9.3461685
Latvia,LVA,2020,10.633692
Latvia,LVA,2021,10.786221
Latvia,LVA,2022,10.545442
Latvia,LVA,2023,12.840599
Lithuania,LTU,1985,28.061605
Lithuania,LTU,1986,29.176619
Lithuania,LTU,1987,27.129942
Lithuania,LTU,1988,37.49071
Lithuania,LTU,1989,48.388073
Lithuania,LTU,1990,49.555584
Lithuania,LTU,1991,49.237213
Lithuania,LTU,1992,42.455166
Lithuania,LTU,1993,35.950027
Lithuania,LTU,1994,23.202448
Lithuania,LTU,1995,34.64806
Lithuania,LTU,1996,40.52461
Lithuania,LTU,1997,34.99059
Lithuania,LTU,1998,39.692738
Lithuania,LTU,1999,29.207764
Lithuania,LTU,2000,24.892345
Lithuania,LTU,2001,32.99313
Lithuania,LTU,2002,40.654053
Lithuania,LTU,2003,44.05633
Lithuania,LTU,2004,43.003895
Lithuania,LTU,2005,29.761148
Lithuania,LTU,2006,25.094269
Lithuania,LTU,2007,28.959076
Lithuania,LTU,2008,29.109695
Lithuania,LTU,2009,31.632856
Lithuania,LTU,2010,3.1097405
Lithuania,LTU,2011,3.6584687
Lithuania,LTU,2012,4.0442123
Lithuania,LTU,2013,4.995368
Lithuania,LTU,2014,5.01921
Lithuania,LTU,2015,5.5362926
Lithuania,LTU,2016,6.4965906
Lithuania,LTU,2017,7.8544245
Lithuania,LTU,2018,7.0364084
Lithuania,LTU,2019,7.6780286
Lithuania,LTU,2020,8.294201
Lithuania,LTU,2021,8.72791
Lithuania,LTU,2022,9.697165
Lithuania,LTU,2023,11.582918
Lower-middle-income countries,,1965,84.81512
Lower-middle-income countries,,1966,87.53405
Lower-middle-income countries,,1967,97.042206
Lower-middle-income countries,,1968,113.58614
Lower-middle-income countries,,1969,128.99155
Lower-middle-income countries,,1970,139.40573
Lower-middle-income countries,,1971,151.65532
Lower-middle-income countries,,1972,153.47185
Lower-middle-income countries,,1973,162.22859
Lower-middle-income countries,,1974,161.5159
Lower-middle-income countries,,1975,186.46165
Lower-middle-income countries,,1976,201.19856
Lower-middle-income countries,,1977,214.9274
Lower-middle-income countries,,1978,265.06244
Lower-middle-income countries,,1979,261.25702
Lower-middle-income countries,,1980,274.83978
Lower-middle-income countries,,1981,295.14505
Lower-middle-income countries,,1982,271.33237
Lower-middle-income countries,,1983,272.19443
Lower-middle-income countries,,1984,301.08356
Lower-middle-income countries,,1985,499.7234
Lower-middle-income countries,,1986,471.6501
Lower-middle-income countries,,1987,495.7851
Lower-middle-income countries,,1988,593.06384
Lower-middle-income countries,,1989,595.57227
Lower-middle-income countries,,1990,651.1699
Lower-middle-income countries,,1991,667.7939
Lower-middle-income countries,,1992,658.914
Lower-middle-income countries,,1993,692.6947
Lower-middle-income countries,,1994,702.9542
Lower-middle-income countries,,1995,707.6129
Lower-middle-income countries,,1996,730.7869
Lower-middle-income countries,,1997,713.7352
Lower-middle-income countries,,1998,787.41187
Lower-middle-income countries,,1999,783.4282
Lower-middle-income countries,,2000,777.5565
Lower-middle-income countries,,2001,783.06274
Lower-middle-income countries,,2002,781.4191
Lower-middle-income countries,,2003,811.722
Lower-middle-income countries,,2004,948.6555
Lower-middle-income countries,,2005,947.9461
Lower-middle-income countries,,2006,1030.7241
Lower-middle-income countries,,2007,1074.9863
Lower-middle-income countries,,2008,1022.11176
Lower-middle-income countries,,2009,1010.1989
Lower-middle-income countries,,2010,1080.8617
Lower-middle-income countries,,2011,1220.5321
Lower-middle-income countries,,2012,1179.4717
Lower-middle-income countries,,2013,1327.9023
Lower-middle-income countries,,2014,1370.3053
Lower-middle-income countries,,2015,1361.662
Lower-middle-income countries,,2016,1403.3423
Lower-middle-income countries,,2017,1552.5895
Lower-middle-income countries,,2018,1621.739
Lower-middle-income countries,,2019,1791.0793
Lower-middle-income countries,,2020,1833.8762
Lower-middle-income countries,,2021,1971.972
Lower-middle-income countries,,2022,2118.205
Lower-middle-income countries,,2023,2122.099
Luxembourg,LUX,1965,0.25551942
Luxembourg,LUX,1966,0.2299325
Luxembourg,LUX,1967,0.25949636
Luxembourg,LUX,1968,0.26504084
Luxembourg,LUX,1969,0.23063639
Luxembourg,LUX,1970,0.2549339
Luxembourg,LUX,1971,0.14409415
Luxembourg,LUX,1972,0.16991445
Luxembourg,LUX,1973,0.15001693
Luxembourg,LUX,1974,0.22159387
Luxembourg,LUX,1975,0.19145028
Luxembourg,LUX,1976,0.1206275
Luxembourg,LUX,1977,0.27399194
Luxembourg,LUX,1978,0.26908055
Luxembourg,LUX,1979,0.2925311
Luxembourg,LUX,1980,0.30289972
Luxembourg,LUX,1981,0.3301
Luxembourg,LUX,1982,0.29954833
Luxembourg,LUX,1983,0.29299417
Luxembourg,LUX,1984,0.3146811
Luxembourg,LUX,1985,0.2632986
Luxembourg,LUX,1986,0.30883777
Luxembourg,LUX,1987,0.36616692
Luxembourg,LUX,1988,0.34537524
Luxembourg,LUX,1989,0.26783055
Luxembourg,LUX,1990,0.24690777
Luxembourg,LUX,1991,0.29300138
Luxembourg,LUX,1992,0.24456139
Luxembourg,LUX,1993,0.24508193
Luxembourg,LUX,1994,0.30243942
Luxembourg,LUX,1995,0.32244053
Luxembourg,LUX,1996,0.22673249
Luxembourg,LUX,1997,0.30830985
Luxembourg,LUX,1998,0.42706525
Luxembourg,LUX,1999,0.36474308
Luxembourg,LUX,2000,0.50983524
Luxembourg,LUX,2001,0.49922317
Luxembourg,LUX,2002,0.44895828
Luxembourg,LUX,2003,0.41929257
Luxembourg,LUX,2004,0.5758094
Luxembourg,LUX,2005,0.61377716
Luxembourg,LUX,2006,0.71805996
Luxembourg,LUX,2007,1.2822933
Luxembourg,LUX,2008,1.3261783
Luxembourg,LUX,2009,1.2519228
Luxembourg,LUX,2010,1.2530115
Luxembourg,LUX,2011,1.247098
Luxembourg,LUX,2012,1.4319706
Luxembourg,LUX,2013,1.6734536
Luxembourg,LUX,2014,1.9300449
Luxembourg,LUX,2015,2.1648266
Luxembourg,LUX,2016,2.3073568
Luxembourg,LUX,2017,2.9701805
Luxembourg,LUX,2018,3.3157516
Luxembourg,LUX,2019,3.7439573
Luxembourg,LUX,2020,4.4065
Luxembourg,LUX,2021,4.3969555
Luxembourg,LUX,2022,4.3297725
Luxembourg,LUX,2023,4.4115305
Malaysia,MYS,1965,1.7357528
Malaysia,MYS,1966,2.0462363
Malaysia,MYS,1967,2.1438172
Malaysia,MYS,1968,2.3774195
Malaysia,MYS,1969,2.9983869
Malaysia,MYS,1970,3.554301
Malaysia,MYS,1971,3.0930107
Malaysia,MYS,1972,3.4123657
Malaysia,MYS,1973,3.276344
Malaysia,MYS,1974,2.9747312
Malaysia,MYS,1975,2.971774
Malaysia,MYS,1976,2.8032258
Malaysia,MYS,1977,2.2739246
Malaysia,MYS,1978,2.6729724
Malaysia,MYS,1979,3.263109
Malaysia,MYS,1980,4.165671
Malaysia,MYS,1981,4.616952
Malaysia,MYS,1982,4.4433823
Malaysia,MYS,1983,5.1723747
Malaysia,MYS,1984,10.205894
Malaysia,MYS,1985,11.143169
Malaysia,MYS,1986,12.1845875
Malaysia,MYS,1987,14.68399
Malaysia,MYS,1988,16.940395
Malaysia,MYS,1989,15.65598
Malaysia,MYS,1990,11.906876
Malaysia,MYS,1991,13.156577
Malaysia,MYS,1992,12.6736555
Malaysia,MYS,1993,14.350268
Malaysia,MYS,1994,19.170162
Malaysia,MYS,1995,18.386559
Malaysia,MYS,1996,15.329032
Malaysia,MYS,1997,12.339516
Malaysia,MYS,1998,13.1793
Malaysia,MYS,1999,22.331182
Malaysia,MYS,2000,22.503622
Malaysia,MYS,2001,19.653246
Malaysia,MYS,2002,17.096416
Malaysia,MYS,2003,16.091185
Malaysia,MYS,2004,17.899305
Malaysia,MYS,2005,19.091906
Malaysia,MYS,2006,20.05526
Malaysia,MYS,2007,19.62921
Malaysia,MYS,2008,24.97488
Malaysia,MYS,2009,23.74109
Malaysia,MYS,2010,21.738455
Malaysia,MYS,2011,27.41078
Malaysia,MYS,2012,31.515007
Malaysia,MYS,2013,38.248535
Malaysia,MYS,2014,42.58323
Malaysia,MYS,2015,45.150517
Malaysia,MYS,2016,61.382004
Malaysia,MYS,2017,79.17009
Malaysia,MYS,2018,80.70083
Malaysia,MYS,2019,84.05536
Malaysia,MYS,2020,90.23495
Malaysia,MYS,2021,98.60979
Malaysia,MYS,2022,104.332924
Malaysia,MYS,2023,105.32822
Mexico,MEX,1965,26.207796
Mexico,MEX,1966,29.918816
Mexico,MEX,1967,32.57715
Mexico,MEX,1968,37.382256
Mexico,MEX,1969,39.641396
Mexico,MEX,1970,44.36962
Mexico,MEX,1971,43.08925
Mexico,MEX,1972,45.924995
Mexico,MEX,1973,48.86571
Mexico,MEX,1974,50.719143
Mexico,MEX,1975,46.362843
Mexico,MEX,1976,52.66577
Mexico,MEX,1977,58.433304
Mexico,MEX,1978,49.650326
Mexico,MEX,1979,56.140884
Mexico,MEX,1980,52.59901
Mexico,MEX,1981,75.530525
Mexico,MEX,1982,71.46344
Mexico,MEX,1983,65.146416
Mexico,MEX,1984,73.834435
Mexico,MEX,1985,88.71556
Mexico,MEX,1986,72.607
Mexico,MEX,1987,69.56225
Mexico,MEX,1988,77.715355
Mexico,MEX,1989,89.293015
Mexico,MEX,1990,95.26902
Mexico,MEX,1991,95.63911
Mexico,MEX,1992,108.68129
Mexico,MEX,1993,111.48897
Mexico,MEX,1994,89.86516
Mexico,MEX,1995,124.06689
Mexico,MEX,1996,132.7608
Mexico,MEX,1997,124.516495
Mexico,MEX,1998,116.664894
Mexico,MEX,1999,142.5321
Mexico,MEX,2000,140.31963
Mexico,MEX,2001,127.00407
Mexico,MEX,2002,118.08612
Mexico,MEX,2003,107.34741
Mexico,MEX,2004,119.30286
Mexico,MEX,2005,132.81488
Mexico,MEX,2006,138.26236
Mexico,MEX,2007,130.04808
Mexico,MEX,2008,160.11946
Mexico,MEX,2009,126.20938
Mexico,MEX,2010,145.57404
Mexico,MEX,2011,154.3287
Mexico,MEX,2012,142.42133
Mexico,MEX,2013,141.57057
Mexico,MEX,2014,172.65901
Mexico,MEX,2015,162.13635
Mexico,MEX,2016,160.78313
Mexico,MEX,2017,165.52847
Mexico,MEX,2018,183.52414
Mexico,MEX,2019,183.0541
Mexico,MEX,2020,214.03317
Mexico,MEX,2021,247.72986
Mexico,MEX,2022,247.3688
Mexico,MEX,2023,233.0361
Middle Africa (EI),,1965,11.635753
Middle Africa (EI),,1966,12.102957
Middle Africa (EI),,1967,11.372581
Middle Africa (EI),,1968,11.863441
Middle Africa (EI),,1969,12.892473
Middle Africa (EI),,1970,14.385753
Middle Africa (EI),,1971,15.346774
Middle Africa (EI),,1972,15.701612
Middle Africa (EI),,1973,17.02043
Middle Africa (EI),,1974,16.709946
Middle Africa (EI),,1975,18.354033
Middle Africa (EI),,1976,17.66801
Middle Africa (EI),,1977,18.132257
Middle Africa (EI),,1978,18.21801
Middle Africa (EI),,1979,18.626074
Middle Africa (EI),,1980,19.63145
Middle Africa (EI),,1981,20.73441
Middle Africa (EI),,1982,21.58602
Middle Africa (EI),,1983,22.79543
Middle Africa (EI),,1984,23.848118
Middle Africa (EI),,1985,27.041666
Middle Africa (EI),,1986,27.908064
Middle Africa (EI),,1987,27.955376
Middle Africa (EI),,1988,28.398924
Middle Africa (EI),,1989,33.8457
Middle Africa (EI),,1990,30.431082
Middle Africa (EI),,1991,29.524462
Middle Africa (EI),,1992,32.023117
Middle Africa (EI),,1993,30.22527
Middle Africa (EI),,1994,28.80615
Middle Africa (EI),,1995,32.055878
Middle Africa (EI),,1996,32.155945
Middle Africa (EI),,1997,30.000301
Middle Africa (EI),,1998,29.370462
Middle Africa (EI),,1999,30.565086
Middle Africa (EI),,2000,33.643147
Middle Africa (EI),,2001,34.183216
Middle Africa (EI),,2002,34.290607
Middle Africa (EI),,2003,35.270885
Middle Africa (EI),,2004,40.6084
Middle Africa (EI),,2005,41.528793
Middle Africa (EI),,2006,46.700104
Middle Africa (EI),,2007,43.138958
Middle Africa (EI),,2008,45.882637
Middle Africa (EI),,2009,45.38197
Middle Africa (EI),,2010,46.944412
Middle Africa (EI),,2011,47.489113
Middle Africa (EI),,2012,46.68913
Middle Africa (EI),,2013,53.021057
Middle Africa (EI),,2014,56.593987
Middle Africa (EI),,2015,56.840893
Middle Africa (EI),,2016,59.334087
Middle Africa (EI),,2017,66.739235
Middle Africa (EI),,2018,74.70725
Middle Africa (EI),,2019,78.478455
Middle Africa (EI),,2020,85.20899
Middle Africa (EI),,2021,86.23578
Middle Africa (EI),,2022,86.99597
Middle Africa (EI),,2023,89.50447
Middle East (EI),,1965,6.9366736
Middle East (EI),,1966,7.5288396
Middle East (EI),,1967,8.364718
Middle East (EI),,1968,9.110934
Middle East (EI),,1969,10.041722
Middle East (EI),,1970,10.584957
Middle East (EI),,1971,11.103193
Middle East (EI),,1972,13.51097
Middle East (EI),,1973,11.089944
Middle East (EI),,1974,14.240672
Middle East (EI),,1975,16.087364
Middle East (EI),,1976,18.703072
Middle East (EI),,1977,20.989305
Middle East (EI),,1978,29.014738
Middle East (EI),,1979,28.433903
Middle East (EI),,1980,28.631645
Middle East (EI),,1981,30.20373
Middle East (EI),,1982,31.361448
Middle East (EI),,1983,30.223003
Middle East (EI),,1984,30.673693
Middle East (EI),,1985,30.865051
Middle East (EI),,1986,32.760483
Middle East (EI),,1987,41.146503
Middle East (EI),,1988,42.281986
Middle East (EI),,1989,37.32903
Middle East (EI),,1990,45.165833
Middle East (EI),,1991,32.556995
Middle East (EI),,1992,52.7174
Middle East (EI),,1993,59.280926
Middle East (EI),,1994,48.940422
Middle East (EI),,1995,55.15881
Middle East (EI),,1996,55.293846
Middle East (EI),,1997,47.105
Middle East (EI),,1998,50.900307
Middle East (EI),,1999,35.007942
Middle East (EI),,2000,31.831738
Middle East (EI),,2001,34.283775
Middle East (EI),,2002,49.36861
Middle East (EI),,2003,53.870167
Middle East (EI),,2004,66.83455
Middle East (EI),,2005,68.93144
Middle East (EI),,2006,80.91054
Middle East (EI),,2007,76.0734
Middle East (EI),,2008,39.214756
Middle East (EI),,2009,34.86523
Middle East (EI),,2010,49.41437
Middle East (EI),,2011,52.381454
Middle East (EI),,2012,64.999535
Middle East (EI),,2013,78.26173
Middle East (EI),,2014,69.65001
Middle East (EI),,2015,60.67689
Middle East (EI),,2016,80.94201
Middle East (EI),,2017,86.37599
Middle East (EI),,2018,72.3294
Middle East (EI),,2019,157.98549
Middle East (EI),,2020,143.29568
Middle East (EI),,2021,143.17548
Middle East (EI),,2022,190.09854
Middle East (EI),,2023,276.99857
Morocco,MAR,1965,3.586828
Morocco,MAR,1966,3.1166666
Morocco,MAR,1967,2.7559137
Morocco,MAR,1968,3.1284945
Morocco,MAR,1969,4.0451612
Morocco,MAR,1970,3.9801073
Morocco,MAR,1971,4.4946237
Morocco,MAR,1972,4.719355
Morocco,MAR,1973,3.5247312
Morocco,MAR,1974,3.9534945
Morocco,MAR,1975,3.004301
Morocco,MAR,1976,2.9510753
Morocco,MAR,1977,4.03629
Morocco,MAR,1978,4.1870966
Morocco,MAR,1979,4.677957
Morocco,MAR,1980,4.4798384
Morocco,MAR,1981,3.0279572
Morocco,MAR,1982,1.6913978
Morocco,MAR,1983,1.4223119
Morocco,MAR,1984,1.0822581
Morocco,MAR,1985,1.437097
Morocco,MAR,1986,1.9013442
Morocco,MAR,1987,2.439516
Morocco,MAR,1988,2.767742
Morocco,MAR,1989,3.4212365
Morocco,MAR,1990,3.6075268
Morocco,MAR,1991,3.6252687
Morocco,MAR,1992,2.8505375
Morocco,MAR,1993,1.3099461
Morocco,MAR,1994,2.483871
Morocco,MAR,1995,1.8067203
Morocco,MAR,1996,5.786828
Morocco,MAR,1997,6.159408
Morocco,MAR,1998,5.25457
Morocco,MAR,1999,2.439516
Morocco,MAR,2000,2.3123655
Morocco,MAR,2001,3.1378508
Morocco,MAR,2002,3.0239153
Morocco,MAR,2003,4.769581
Morocco,MAR,2004,5.1590242
Morocco,MAR,2005,3.3533463
Morocco,MAR,2006,3.3171759
Morocco,MAR,2007,3.3394232
Morocco,MAR,2008,3.4116945
Morocco,MAR,2009,8.265034
Morocco,MAR,2010,11.453984
Morocco,MAR,2011,7.442025
Morocco,MAR,2012,6.468503
Morocco,MAR,2013,10.901674
Morocco,MAR,2014,9.647913
Morocco,MAR,2015,11.876278
Morocco,MAR,2016,12.467766
Morocco,MAR,2017,12.3348465
Morocco,MAR,2018,17.155796
Morocco,MAR,2019,19.88428
Morocco,MAR,2020,18.329823
Morocco,MAR,2021,20.266642
Morocco,MAR,2022,18.651018
Morocco,MAR,2023,22.909071
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0.079450555
Netherlands,NLD,1969,0.89381725
Netherlands,NLD,1970,1.0442055
Netherlands,NLD,1971,1.1491935
Netherlands,NLD,1972,0.92503
Netherlands,NLD,1973,3.1439664
Netherlands,NLD,1974,9.298536
Netherlands,NLD,1975,12.026453
Netherlands,NLD,1976,13.770459
Netherlands,NLD,1977,13.294822
Netherlands,NLD,1978,15.386068
Netherlands,NLD,1979,13.430667
Netherlands,NLD,1980,15.186379
Netherlands,NLD,1981,13.84317
Netherlands,NLD,1982,11.903729
Netherlands,NLD,1983,10.921241
Netherlands,NLD,1984,10.584286
Netherlands,NLD,1985,12.480103
Netherlands,NLD,1986,13.740079
Netherlands,NLD,1987,12.340002
Netherlands,NLD,1988,13.1465845
Netherlands,NLD,1989,14.454376
Netherlands,NLD,1990,12.492689
Netherlands,NLD,1991,12.407982
Netherlands,NLD,1992,13.975567
Netherlands,NLD,1993,14.746897
Netherlands,NLD,1994,15.253393
Netherlands,NLD,1995,15.848144
Netherlands,NLD,1996,17.53968
Netherlands,NLD,1997,13.185457
Netherlands,NLD,1998,18.119776
Netherlands,NLD,1999,18.761059
Netherlands,NLD,2000,20.442535
Netherlands,NLD,2001,21.533073
Netherlands,NLD,2002,23.371351
Netherlands,NLD,2003,23.43449
Netherlands,NLD,2004,26.933914
Netherlands,NLD,2005,34.096836
Netherlands,NLD,2006,34.697685
Netherlands,NLD,2007,38.170574
Netherlands,NLD,2008,43.123405
Netherlands,NLD,2009,48.40768
Netherlands,NLD,2010,47.287697
Netherlands,NLD,2011,51.8011
Netherlands,NLD,2012,51.82031
Netherlands,NLD,2013,47.3261
Netherlands,NLD,2014,49.122726
Netherlands,NLD,2015,53.581787
Netherlands,NLD,2016,55.246983
Netherlands,NLD,2017,61.39041
Netherlands,NLD,2018,67.83458
Netherlands,NLD,2019,81.317184
Netherlands,NLD,2020,110.51726
Netherlands,NLD,2021,130.79724
Netherlands,NLD,2022,153.96536
Netherlands,NLD,2023,179.72536
New Zealand,NZL,1965,33.450394
New Zealand,NZL,1966,35.80773
New Zealand,NZL,1967,36.397694
New Zealand,NZL,1968,38.48805
New Zealand,NZL,1969,38.173737
New Zealand,NZL,1970,41.07845
New Zealand,NZL,1971,46.126778
New Zealand,NZL,1972,48.704037
New Zealand,NZL,1973,48.16772
New Zealand,NZL,1974,51.04314
New Zealand,NZL,1975,55.49346
New Zealand,NZL,1976,51.908207
New Zealand,NZL,1977,49.3873
New Zealand,NZL,1978,52.23078
New Zealand,NZL,1979,60.113255
New Zealand,NZL,1980,63.104145
New Zealand,NZL,1981,63.955303
New Zealand,NZL,1982,59.97578
New Zealand,NZL,1983,64.308014
New Zealand,NZL,1984,66.59707
New Zealand,NZL,1985,64.2581
New Zealand,NZL,1986,71.53148
New Zealand,NZL,1987,71.01694
New Zealand,NZL,1988,74.101456
New Zealand,NZL,1989,74.29947
New Zealand,NZL,1990,77.2343
New Zealand,NZL,1991,76.8585
New Zealand,NZL,1992,71.375114
New Zealand,NZL,1993,78.90502
New Zealand,NZL,1994,85.43341
New Zealand,NZL,1995,90.31675
